AGND READING
0x43	0x8FD	0x81A
0x42	0x8FB	0x811
0x42	0x8FE	0x819
0x45	0x8FC	0x81A
0x45	0x902	0x81A
0x42	0x900	0x81A
0x44	0x8FE	0x81A
0x42	0x8FF	0x81B
0x40	0x8FD	0x81D
0x45	0x900	0x81C
0x44	0x8FE	0x81D
0x43	0x8FD	0x81C
0x44	0x8FE	0x819
0x48	0x8FC	0x81D
0x42	0x8FE	0x817
0x43	0x8FC	0x81A
0x46	0x8FC	0x81A
0x41	0x900	0x817
0x48	0x8FB	0x817
0x48	0x901	0x818
0x43	0x8FF	0x819
0x42	0x8FE	0x819
0x40	0x900	0x817
0x42	0x900	0x816
0x44	0x8FD	0x81C
0x45	0x8FC	0x816
0x45	0x900	0x818
0x40	0x8FF	0x818
0x48	0x8FE	0x815
0x44	0x8FB	0x81C
0x43	0x904	0x81C
0x42	0x8FA	0x81A
0x40	0x8FC	0x81A
0x43	0x8FD	0x81A
0x44	0x900	0x817
0x44	0x8FC	0x81A
0x45	0x8FD	0x815
0x44	0x8FD	0x818
0x41	0x900	0x812
0x44	0x8FE	0x816
0x40	0x900	0x818
0x48	0x8FE	0x819
0x47	0x900	0x81B
0x42	0x901	0x81B
0x46	0x8FB	0x81C
0x44	0x8FD	0x818
0x43	0x8FD	0x816
0x43	0x8FD	0x815
0x46	0x8FE	0x81A
0x42	0x900	0x81C
0x41	0x8FD	0x81B
0x45	0x8FB	0x818
0x46	0x900	0x817
0x43	0x900	0x81A
0x44	0x900	0x819
0x42	0x900	0x81C
0x48	0x8FD	0x818
0x44	0x900	0x816
0x43	0x8FB	0x81B
0x44	0x900	0x818
0x46	0x8F9	0x816
0x48	0x900	0x815
0x48	0x8FD	0x819
0x44	0x8FC	0x817
0x47	0x8FE	0x81B
0x42	0x901	0x81A
0x48	0x901	0x814
0x44	0x8FD	0x81A
0x48	0x900	0x816
0x42	0x8FE	0x819
0x45	0x900	0x816
0x46	0x900	0x815
0x45	0x900	0x81A
0x44	0x8FF	0x815
0x40	0x901	0x818
0x42	0x8FD	0x81A
0x40	0x8FE	0x81C
0x43	0x8FF	0x819
0x41	0x8FD	0x81C
0x3D	0x8FB	0x819
0x41	0x900	0x81A
0x45	0x901	0x81B
0x46	0x900	0x810
0x46	0x900	0x81A
0x40	0x902	0x815
0x3D	0x8FC	0x819
0x43	0x8FE	0x817
0x44	0x900	0x81C
0x43	0x902	0x815
0x43	0x900	0x81A
0x42	0x8FB	0x817
0x43	0x900	0x81E
0x44	0x900	0x81A
0x43	0x901	0x818
0x43	0x8FE	0x81A
0x42	0x900	0x81B
0x46	0x8FE	0x818
0x40	0x8FC	0x816
0x44	0x900	0x817
0x44	0x900	0x81C
0x46	0x8FC	0x81A
0x42	0x8FD	0x817
0x46	0x900	0x81C
0x45	0x900	0x819
0x43	0x8FC	0x81A
0x45	0x900	0x81B
0x42	0x900	0x81C
0x42	0x8FD	0x817
0x44	0x8FD	0x818
0x48	0x8FE	0x816
0x44	0x8FC	0x81A
0x41	0x8FD	0x81A
0x45	0x901	0x815
0x44	0x8FD	0x81B
0x45	0x8FE	0x819
0x48	0x8FC	0x816
0x45	0x8FC	0x818
0x40	0x8FA	0x81C
0x44	0x8FC	0x818
0x42	0x8F9	0x819
0x45	0x8FC	0x818
0x43	0x8FE	0x816
0x44	0x8FB	0x81A
0x42	0x900	0x81B
0x44	0x8FF	0x81A
0x43	0x8FC	0x81E
0x42	0x8FE	0x819
0x47	0x8FF	0x81A
0x41	0x8FB	0x815
0x44	0x900	0x816
0x40	0x902	0x81A
0x46	0x901	0x81A
0x40	0x8FD	0x81B
0x47	0x8FE	0x81A
0x43	0x8FF	0x81A
0x40	0x8FD	0x817
0x44	0x8FE	0x816
0x46	0x901	0x81B
0x48	0x8FB	0x814
0x42	0x900	0x819
0x41	0x900	0x816
0x45	0x8FC	0x819
0x48	0x8FE	0x81B
0x43	0x8FC	0x818
0x42	0x900	0x818
0x45	0x900	0x819
0x45	0x900	0x81A
0x40	0x900	0x817
0x46	0x900	0x819
0x40	0x8FA	0x81D
0x44	0x8FD	0x81A
0x43	0x902	0x813
0x42	0x900	0x81B
0x46	0x8FD	0x816
0x43	0x900	0x818
0x44	0x8FD	0x81C
0x44	0x8FB	0x81B
0x45	0x900	0x817
0x41	0x900	0x81C
0x46	0x900	0x818
0x43	0x8FD	0x815
0x44	0x901	0x817
0x45	0x900	0x819
0x45	0x900	0x81A
0x46	0x900	0x81C
0x45	0x8FC	0x817
0x44	0x8FE	0x818
0x46	0x900	0x81C
0x46	0x900	0x819
0x42	0x902	0x81C
0x45	0x900	0x818
0x44	0x902	0x816
0x43	0x900	0x81A
0x42	0x8FF	0x81A
0x42	0x902	0x81A
0x43	0x8FB	0x818
0x46	0x901	0x819
0x43	0x8FE	0x81A
0x42	0x8FF	0x815
0x43	0x902	0x815
0x42	0x900	0x817
0x42	0x8FE	0x81B
0x42	0x8FC	0x81B
0x44	0x8FD	0x819
0x42	0x900	0x81A
0x44	0x900	0x81B
0x40	0x8FE	0x81A
0x44	0x8FF	0x818
0x40	0x8FD	0x81A
0x43	0x8FC	0x816
0x46	0x8FF	0x817
0x42	0x8FB	0x819
0x3F	0x900	0x816
0x42	0x900	0x816
0x40	0x8FF	0x818
0x41	0x900	0x817
0x42	0x901	0x818
0x40	0x900	0x816
0x44	0x8FE	0x81B
0x46	0x8FC	0x819
0x43	0x8FD	0x815
0x46	0x8FD	0x818
0x3D	0x900	0x819
0x44	0x900	0x81C
0x41	0x900	0x818
0x44	0x901	0x819
0x44	0x8FD	0x818
0x45	0x8FE	0x81C
0x44	0x8FD	0x818
0x41	0x8FD	0x81B
0x44	0x904	0x819
0x44	0x8FC	0x816
0x42	0x900	0x817
0x43	0x902	0x817
0x41	0x901	0x81A
0x40	0x901	0x81A
0x45	0x901	0x819
0x45	0x8FC	0x817
0x44	0x900	0x81C
0x46	0x900	0x815
0x45	0x902	0x81A
0x44	0x8FB	0x816
0x46	0x900	0x817
0x45	0x8FA	0x815
0x45	0x901	0x819
0x46	0x900	0x815
0x46	0x8FE	0x81C
0x42	0x900	0x81A
0x41	0x900	0x81B
0x49	0x900	0x816
0x45	0x8FC	0x81A
0x44	0x8FE	0x815
0x47	0x902	0x818
0x44	0x8FA	0x816
0x44	0x900	0x816
0x44	0x8FB	0x81B
0x42	0x8FA	0x818
0x40	0x900	0x81A
0x3E	0x8FC	0x817
0x44	0x8FF	0x819
0x49	0x900	0x81A
0x44	0x901	0x819
0x42	0x8FC	0x819
0x44	0x900	0x81A
0x44	0x8FE	0x81A
0x48	0x900	0x817
0x45	0x8FE	0x81A
0x44	0x8F8	0x81B
0x42	0x900	0x818
0x42	0x8FD	0x814
0x42	0x8FD	0x81B
0x46	0x8FD	0x816
0x40	0x901	0x816
0x40	0x8FE	0x81B
0x42	0x900	0x81A
0x45	0x900	0x818
0x42	0x8FB	0x816
0x40	0x901	0x81C
0x44	0x8FC	0x819
0x43	0x8FD	0x81B
0x42	0x900	0x818
0x45	0x900	0x818
0x40	0x8FC	0x817
0x44	0x900	0x819
0x46	0x8FF	0x816
0x3E	0x8FA	0x815
0x43	0x8FD	0x815
0x43	0x901	0x81B
0x41	0x900	0x81C
0x43	0x8FE	0x81A
0x44	0x900	0x817
0x45	0x900	0x81A
0x3D	0x900	0x81C
0x40	0x8FD	0x81A
0x40	0x904	0x81A
0x42	0x8FD	0x81A
0x45	0x901	0x819
0x41	0x900	0x816
0x44	0x900	0x816
0x4A	0x8FA	0x81C
0x47	0x8F9	0x81A
0x44	0x8FA	0x816
0x44	0x901	0x818
0x43	0x8FC	0x813
0x43	0x8FD	0x816
0x41	0x900	0x81D
0x44	0x8FC	0x819
0x45	0x901	0x81A
0x48	0x8FF	0x81C
0x43	0x8FD	0x81C
0x45	0x902	0x816
0x41	0x900	0x815
0x41	0x8FC	0x819
0x44	0x900	0x81A
0x48	0x900	0x817
0x45	0x8FF	0x81A
0x48	0x901	0x815
0x42	0x8FF	0x819
0x44	0x8FC	0x81C
0x44	0x8FD	0x819
0x42	0x8FE	0x81E
0x42	0x8FE	0x81A
0x44	0x8FC	0x819
0x44	0x8FB	0x81C
0x44	0x902	0x81C
0x42	0x8FB	0x818
0x41	0x902	0x81A
0x40	0x903	0x816
0x44	0x8FC	0x815
0x40	0x900	0x81E
0x47	0x8FE	0x81A
0x45	0x8FF	0x81A
0x47	0x8FE	0x81A
0x41	0x8FE	0x81A
0x42	0x900	0x81B
0x42	0x900	0x817
0x43	0x8FD	0x81E
0x42	0x900	0x815
0x42	0x8FD	0x819
0x44	0x8FD	0x814
0x44	0x8FF	0x81A
0x44	0x8FE	0x81A
0x43	0x8FF	0x819
0x42	0x8FE	0x81A
0x44	0x8FD	0x818
0x42	0x8FC	0x819
0x44	0x902	0x815
0x42	0x8FF	0x81A
0x45	0x900	0x818
0x41	0x8FB	0x81A
0x44	0x903	0x81B
0x43	0x8FD	0x81A
0x44	0x902	0x818
0x46	0x8FB	0x81A
0x42	0x8FB	0x818
0x48	0x901	0x81A
0x42	0x900	0x81A
0x44	0x902	0x81B
0x45	0x900	0x819
0x44	0x901	0x81D
0x47	0x8FF	0x819
0x41	0x8FD	0x818
0x42	0x900	0x81C
0x49	0x8FE	0x81B
0x42	0x8FC	0x818
0x42	0x902	0x818
0x45	0x904	0x817
0x44	0x8FB	0x815
0x41	0x8FE	0x818
0x45	0x8FC	0x81A
0x43	0x900	0x81A
0x41	0x8FF	0x81A
0x42	0x8FD	0x81A
0x3F	0x8FB	0x81D
0x44	0x901	0x81A
0x42	0x8FB	0x816
0x44	0x8FB	0x818
0x45	0x902	0x818
0x41	0x8FE	0x816
0x42	0x900	0x818
0x3D	0x900	0x816
0x44	0x8FE	0x81A
0x41	0x900	0x81B
0x41	0x8FD	0x81B
0x3F	0x900	0x818
0x42	0x900	0x816
0x45	0x900	0x817
0x43	0x8FE	0x818
0x42	0x902	0x817
0x45	0x8FC	0x81D
0x41	0x8FC	0x817
0x41	0x900	0x818
0x46	0x8FB	0x81B
0x48	0x8FC	0x81B
0x44	0x900	0x81B
0x42	0x902	0x817
0x47	0x8FE	0x81C
0x41	0x900	0x816
0x44	0x900	0x81C
0x40	0x901	0x818
0x44	0x8FE	0x817
0x42	0x901	0x81B
0x43	0x902	0x81D
0x45	0x900	0x81B
0x40	0x8F9	0x818
0x43	0x901	0x818
0x40	0x8FE	0x819
0x42	0x8FB	0x81A
0x41	0x901	0x817
0x42	0x900	0x817
0x42	0x8FC	0x819
0x44	0x8FE	0x818
0x44	0x8FE	0x81C
0x48	0x900	0x816
0x43	0x8F8	0x816
0x41	0x900	0x820
0x42	0x901	0x818
0x40	0x8FE	0x81C
0x41	0x8FB	0x81B
0x42	0x900	0x819
0x41	0x8FE	0x817
0x46	0x900	0x815
0x43	0x8FD	0x81A
0x40	0x8FC	0x818
0x44	0x900	0x818
0x45	0x8FF	0x816
0x42	0x8FF	0x818
0x45	0x900	0x819
0x42	0x901	0x81B
0x3B	0x900	0x81B
0x45	0x900	0x818
0x43	0x8FC	0x815
0x42	0x900	0x816
0x40	0x8FD	0x81A
0x48	0x8FB	0x817
0x43	0x8FE	0x818
0x45	0x900	0x818
0x48	0x902	0x81D
0x41	0x8FF	0x81A
0x46	0x8FF	0x818
0x45	0x8FC	0x81B
0x42	0x8FB	0x81A
0x45	0x902	0x81A
0x43	0x8FE	0x81B
0x45	0x900	0x818
0x45	0x8FE	0x815
0x44	0x902	0x815
0x42	0x8FC	0x81A
0x44	0x8FE	0x818
0x43	0x8FD	0x818
0x42	0x8FD	0x819
0x40	0x901	0x81C
0x44	0x901	0x81E
0x45	0x8FE	0x818
0x42	0x8FE	0x81A
0x41	0x900	0x81A
0x44	0x900	0x819
0x44	0x902	0x819
0x41	0x900	0x81B
0x40	0x902	0x81D
0x46	0x900	0x81C
0x47	0x901	0x818
0x42	0x900	0x817
0x44	0x900	0x81B
0x46	0x8FE	0x819
0x44	0x8FE	0x81A
0x44	0x8FD	0x816
0x45	0x8FC	0x816
0x43	0x8FC	0x815
0x43	0x8FF	0x817
0x42	0x901	0x818
0x42	0x8FC	0x81D
0x44	0x900	0x817
0x44	0x900	0x81C
0x43	0x8FE	0x818
0x42	0x900	0x81D
0x42	0x8FD	0x81A
0x47	0x903	0x818
0x43	0x8FB	0x81C
0x42	0x902	0x816
0x46	0x8FD	0x81A
0x42	0x8FE	0x817
0x46	0x8FE	0x81B
0x44	0x8FF	0x816
0x3D	0x902	0x81A
0x43	0x900	0x81B
0x42	0x8FC	0x81A
0x43	0x900	0x819
0x40	0x8F9	0x81C
0x3E	0x8FB	0x819
0x42	0x8FA	0x81A
0x46	0x8F9	0x81D
0x44	0x900	0x818
0x44	0x8FC	0x816
0x44	0x902	0x819
0x42	0x901	0x819
0x47	0x902	0x81C
0x43	0x900	0x819
0x40	0x901	0x819
0x44	0x900	0x81A
0x45	0x8FE	0x81A
0x45	0x8FC	0x818
0x45	0x900	0x816
0x42	0x904	0x818
0x42	0x8FC	0x816
0x42	0x8FC	0x817
0x41	0x8FD	0x816
0x43	0x8FE	0x816
0x42	0x900	0x813
0x46	0x8FD	0x816
0x40	0x8FC	0x818
0x46	0x8FC	0x818
0x40	0x8FE	0x816
0x48	0x900	0x814
0x44	0x900	0x816
0x41	0x900	0x819
0x40	0x901	0x817
0x41	0x8FD	0x81B
0x44	0x8FC	0x81C
0x42	0x900	0x816
0x42	0x8FD	0x818
0x47	0x8FC	0x81B
0x44	0x8FE	0x815
0x49	0x8F9	0x817
0x42	0x901	0x81C
0x3F	0x900	0x81A
0x45	0x8FD	0x818
0x43	0x901	0x817
0x40	0x900	0x81A
0x42	0x8FC	0x818
0x41	0x8FD	0x815
0x47	0x8FE	0x817
0x44	0x8F9	0x816
0x43	0x8FE	0x818
0x40	0x903	0x816
0x45	0x900	0x818
0x40	0x8FB	0x819
0x48	0x900	0x81B
0x46	0x901	0x816
0x44	0x8FB	0x818
0x3E	0x900	0x818
0x45	0x8FF	0x815
0x45	0x903	0x81A
0x43	0x900	0x818
0x44	0x8FA	0x819
0x45	0x901	0x818
0x41	0x901	0x816
0x42	0x900	0x81A
0x42	0x900	0x81A
0x44	0x901	0x818
0x40	0x902	0x819
0x42	0x8FE	0x81B
0x43	0x8FC	0x81A
0x3F	0x8FE	0x81A
0x43	0x902	0x817
0x41	0x8FE	0x816
0x44	0x8FC	0x817
0x41	0x900	0x815
0x40	0x8FC	0x818
0x44	0x900	0x817
0x40	0x8FF	0x818
0x41	0x900	0x81B
0x45	0x8FE	0x81A
0x44	0x8FB	0x815
0x45	0x8FF	0x816
0x45	0x8FB	0x81A
0x48	0x900	0x81A
0x46	0x900	0x819
0x40	0x8FE	0x81A
0x45	0x8FE	0x818
0x46	0x901	0x818
0x46	0x8FB	0x817
0x42	0x8FB	0x81B
0x42	0x8FF	0x81A
0x46	0x902	0x819
0x46	0x902	0x815
0x44	0x902	0x81B
0x48	0x8FF	0x818
0x42	0x901	0x81E
0x46	0x900	0x818
0x48	0x900	0x81A
0x42	0x8FE	0x815
0x42	0x902	0x81B
0x49	0x8FF	0x816
0x46	0x8FD	0x819
0x44	0x8FF	0x818
0x44	0x901	0x81A
0x48	0x902	0x815
0x44	0x8FE	0x815
0x46	0x900	0x816
0x47	0x900	0x81B
0x41	0x901	0x818
0x42	0x8FE	0x81A
0x40	0x8FC	0x818
0x41	0x900	0x818
0x42	0x8FA	0x81A
0x43	0x900	0x819
0x44	0x901	0x818
0x44	0x8FD	0x817
0x46	0x8FE	0x81A
0x41	0x8FC	0x818
0x45	0x900	0x819
0x45	0x901	0x815
0x43	0x8FC	0x81C
0x44	0x900	0x818
0x40	0x902	0x818
0x40	0x8FE	0x81A
0x44	0x902	0x819
0x41	0x8FD	0x816
0x40	0x8F8	0x81B
0x40	0x8FD	0x81A
0x40	0x900	0x819
0x41	0x902	0x817
0x41	0x902	0x81A
0x44	0x901	0x819
0x41	0x8FF	0x81A
0x40	0x8FB	0x81A
0x43	0x8FB	0x819
0x42	0x8FB	0x81A
0x43	0x8FC	0x816
0x41	0x900	0x818
0x46	0x901	0x818
0x44	0x8FB	0x818
0x40	0x900	0x814
0x44	0x900	0x819
0x45	0x900	0x817
0x45	0x8FB	0x819
0x46	0x902	0x818
0x41	0x8FE	0x816
0x44	0x900	0x815
0x43	0x901	0x819
0x3F	0x902	0x817
0x45	0x900	0x81A
0x44	0x8FE	0x816
0x43	0x900	0x815
0x41	0x902	0x818
0x43	0x900	0x819
0x43	0x8FA	0x816
0x40	0x8FD	0x817
0x45	0x900	0x815
0x41	0x8FE	0x81C
0x42	0x900	0x815
0x44	0x8FF	0x81C
0x46	0x8FA	0x81B
0x43	0x8FD	0x81D
0x40	0x900	0x819
0x44	0x901	0x818
0x42	0x8FE	0x818
0x44	0x8FC	0x81A
0x42	0x8FF	0x818
0x43	0x8FD	0x81C
0x3E	0x900	0x818
0x42	0x8FD	0x81E
0x43	0x902	0x819
0x3F	0x8FD	0x815
0x44	0x8FC	0x816
0x42	0x900	0x81B
0x42	0x900	0x81C
0x40	0x8FE	0x819
0x45	0x8FD	0x81A
0x46	0x900	0x816
0x44	0x900	0x81C
0x40	0x8FC	0x81A
0x42	0x8FD	0x819
0x41	0x8FD	0x81A
0x3F	0x900	0x818
0x42	0x8FD	0x819
0x44	0x900	0x81D
0x43	0x900	0x819
0x43	0x8FE	0x81A
0x41	0x900	0x819
0x44	0x900	0x816
0x47	0x901	0x81B
0x43	0x8FC	0x815
0x42	0x8FC	0x81E
0x44	0x900	0x818
0x4A	0x900	0x818
0x45	0x900	0x817
0x45	0x8FE	0x819
0x46	0x900	0x817
0x44	0x901	0x817
0x48	0x900	0x819
0x44	0x8FB	0x818
0x41	0x902	0x81B
0x40	0x902	0x81A
0x45	0x900	0x819
0x40	0x900	0x819
0x44	0x902	0x81A
0x42	0x900	0x818
0x46	0x8FC	0x816
0x42	0x900	0x819
0x3E	0x901	0x81B
0x45	0x902	0x816
0x46	0x901	0x81C
0x40	0x8FF	0x81C
0x44	0x901	0x814
0x48	0x8FE	0x818
0x41	0x904	0x81A
0x42	0x8FD	0x819
0x43	0x8FD	0x81A
0x44	0x904	0x817
0x43	0x8FD	0x81B
0x46	0x900	0x815
0x41	0x900	0x816
0x45	0x8FD	0x816
0x46	0x900	0x818
0x44	0x901	0x819
0x43	0x8FD	0x816
0x43	0x901	0x818
0x46	0x902	0x816
0x3F	0x900	0x816
0x45	0x8FD	0x819
0x44	0x8FF	0x81A
0x41	0x900	0x819
0x41	0x900	0x818
0x41	0x900	0x815
0x43	0x901	0x819
0x41	0x902	0x818
0x41	0x903	0x818
0x43	0x900	0x815
0x3D	0x901	0x81C
0x42	0x8FE	0x81A
0x44	0x8FE	0x819
0x40	0x8FD	0x814
0x42	0x8FF	0x817
0x45	0x900	0x818
0x43	0x901	0x819
0x46	0x8FE	0x819
0x42	0x900	0x81A
0x47	0x8FC	0x81B
0x42	0x901	0x819
0x48	0x8FC	0x817
0x46	0x8FF	0x818
0x44	0x900	0x81C
0x44	0x902	0x816
0x44	0x8FD	0x818
0x42	0x903	0x817
0x42	0x901	0x817
0x43	0x903	0x81B
0x41	0x8FC	0x816
0x42	0x8FB	0x81A
0x44	0x8FE	0x81A
0x40	0x8FE	0x818
0x41	0x901	0x81A
0x45	0x901	0x814
0x42	0x900	0x81C
0x43	0x8FA	0x818
0x42	0x8FE	0x81B
0x45	0x8FE	0x81A
0x44	0x8FD	0x81B
0x48	0x902	0x816
0x42	0x902	0x818
0x46	0x902	0x817
0x46	0x900	0x81A
0x42	0x902	0x81A
0x45	0x900	0x818
0x41	0x902	0x81A
0x44	0x8FE	0x818
0x44	0x8FD	0x818
0x46	0x900	0x81B
0x3F	0x901	0x819
0x42	0x900	0x81A
0x42	0x8FE	0x819
0x44	0x8FC	0x818
0x45	0x8FE	0x819
0x42	0x8FE	0x816
0x40	0x8FE	0x81C
0x44	0x900	0x818
0x40	0x902	0x81C
0x45	0x8FF	0x819
0x45	0x904	0x81A
0x43	0x901	0x81B
0x42	0x903	0x81C
0x45	0x900	0x818
0x41	0x900	0x81A
0x47	0x904	0x818
0x41	0x901	0x817
0x40	0x8FD	0x81A
0x42	0x8FE	0x818
0x41	0x900	0x81A
0x48	0x8FF	0x816
0x45	0x902	0x81D
0x42	0x900	0x819
0x45	0x901	0x816
0x40	0x902	0x818
0x46	0x900	0x81A
0x42	0x900	0x819
0x48	0x901	0x81A
0x42	0x8FC	0x818
0x43	0x900	0x816
0x42	0x900	0x819
0x43	0x900	0x81C
0x41	0x900	0x818
0x43	0x900	0x81A
0x42	0x902	0x81A
0x42	0x900	0x818
0x43	0x8FB	0x819
0x42	0x900	0x818
0x41	0x8FB	0x816
0x40	0x902	0x813
0x40	0x901	0x81A
0x45	0x8FE	0x818
0x44	0x900	0x81C
0x41	0x902	0x815
0x42	0x900	0x815
0x46	0x900	0x81B
0x41	0x900	0x818
0x45	0x902	0x81C
0x40	0x8FD	0x81C
0x48	0x900	0x818
0x40	0x900	0x816
0x40	0x8FE	0x81A
0x42	0x8FD	0x816
0x49	0x8FF	0x81B
0x46	0x900	0x819
0x42	0x8FE	0x818
0x3E	0x904	0x818
0x47	0x900	0x819
0x42	0x8FC	0x818
0x42	0x8FC	0x815
0x44	0x8FB	0x819
0x43	0x8FE	0x81C
0x44	0x8FE	0x81C
0x48	0x901	0x817
0x43	0x8FB	0x81A
0x41	0x8FB	0x819
0x42	0x900	0x819
0x42	0x902	0x818
0x44	0x8FE	0x816
0x43	0x901	0x81C
0x43	0x900	0x81D
0x46	0x901	0x81A
0x42	0x8FD	0x81A
0x40	0x900	0x818
0x43	0x8FD	0x81A
0x42	0x904	0x818
0x49	0x900	0x81B
0x41	0x902	0x81A
0x44	0x8FB	0x814
0x44	0x8FB	0x81A
0x48	0x8FE	0x818
0x42	0x8FE	0x81B
0x4A	0x8FB	0x81A
0x40	0x8FC	0x816
0x42	0x8FC	0x81A
0x42	0x8FD	0x818
0x40	0x901	0x818
0x46	0x901	0x817
0x3E	0x8FA	0x819
0x43	0x900	0x818
0x45	0x8FB	0x817
0x46	0x8FE	0x815
0x44	0x900	0x815
0x43	0x8FF	0x81F
0x45	0x900	0x81B
0x42	0x8FA	0x81A
0x46	0x8FF	0x81C
0x44	0x8F9	0x818
0x43	0x8FC	0x81C
0x44	0x901	0x816
0x43	0x900	0x817
0x3E	0x8FB	0x819
0x40	0x900	0x818
0x40	0x8FC	0x815
0x44	0x902	0x816
0x42	0x8FF	0x818
0x44	0x8FE	0x81C
0x48	0x8FB	0x81E
0x45	0x8FE	0x812
0x43	0x8FC	0x81A
0x42	0x8FE	0x816
0x42	0x900	0x816
0x46	0x8FE	0x81B
0x45	0x8FA	0x818
0x42	0x8FE	0x814
0x45	0x8FC	0x819
0x43	0x900	0x817
0x41	0x900	0x819
0x46	0x904	0x81A
0x42	0x8FB	0x81B
0x46	0x900	0x81A
0x44	0x8FE	0x819
0x48	0x8FB	0x81D
0x45	0x900	0x81A
0x48	0x8FC	0x817
0x48	0x900	0x819
0x47	0x8FF	0x81A
0x44	0x8FD	0x818
0x42	0x8FD	0x817
0x41	0x900	0x81A
0x41	0x900	0x819
0x42	0x8FD	0x81A
0x41	0x8FD	0x818
0x44	0x8FD	0x81C
0x40	0x8FD	0x816
0x3F	0x900	0x81A
0x43	0x900	0x816
0x42	0x904	0x817
0x43	0x8FC	0x818
0x46	0x8FD	0x818
0x44	0x900	0x817
0x42	0x900	0x81C
0x40	0x8FC	0x81B
0x41	0x901	0x81D
0x46	0x901	0x818
0x42	0x902	0x817
0x42	0x900	0x819
0x42	0x900	0x818
0x43	0x8FE	0x81A
0x41	0x900	0x81F
0x42	0x900	0x816
0x42	0x900	0x81B
0x42	0x8FE	0x816
0x42	0x902	0x819
0x40	0x8FC	0x819
0x45	0x8FC	0x818
0x41	0x8FD	0x81B
0x41	0x8FF	0x817
0x44	0x8FC	0x81A
0x47	0x901	0x81A
0x45	0x900	0x81B
0x44	0x8FD	0x81B
0x41	0x8FD	0x815
0x3D	0x900	0x81B
0x3E	0x900	0x818
0x42	0x901	0x819
0x49	0x900	0x816
0x41	0x8FE	0x819
0x45	0x8FC	0x81C
0x44	0x8FE	0x81C
0x41	0x8FC	0x81A
0x43	0x900	0x816
0x46	0x8FE	0x81D
0x44	0x8FC	0x819
0x48	0x900	0x81C
0x45	0x900	0x818
0x43	0x8FC	0x819
0x40	0x901	0x81A
0x3F	0x900	0x818
0x42	0x901	0x818
0x46	0x903	0x819
0x40	0x8FD	0x816
0x45	0x904	0x816
0x41	0x8FB	0x81C
0x40	0x8FE	0x818
0x40	0x8FE	0x819
0x40	0x901	0x81A
0x42	0x8FC	0x81A
0x44	0x8FE	0x817
0x46	0x8FB	0x818
0x42	0x8FE	0x81A
0x42	0x901	0x81C
0x40	0x901	0x818
0x44	0x8FB	0x81A
0x43	0x903	0x814
0x40	0x8FE	0x81B
0x42	0x8FA	0x81A
0x42	0x900	0x817
0x44	0x8FD	0x81C
0x41	0x900	0x818
0x43	0x902	0x81E
0x40	0x8FD	0x818
0x43	0x8FD	0x814
0x42	0x901	0x816
0x44	0x8FC	0x815
0x44	0x8FD	0x81A
0x45	0x901	0x819
0x42	0x902	0x816
0x42	0x8FF	0x81A
0x44	0x900	0x814
0x44	0x8FB	0x819
0x44	0x901	0x81C
0x48	0x900	0x819
0x42	0x8FD	0x817
0x48	0x8FD	0x81A
0x40	0x8FE	0x81A
0x42	0x8FD	0x819
0x43	0x8FE	0x814
0x40	0x8FC	0x815
0x44	0x8FD	0x81A
0x41	0x900	0x81B
0x44	0x8FC	0x817
0x44	0x900	0x819
0x42	0x900	0x817
0x42	0x900	0x818
0x43	0x8FB	0x819
0x43	0x8FB	0x819
0x40	0x900	0x81A
0x42	0x8FB	0x819
0x48	0x902	0x815
0x42	0x900	0x818
0x44	0x8FF	0x81A
0x44	0x8FD	0x818
0x46	0x900	0x81A
0x45	0x8FE	0x818
0x44	0x8FE	0x817
0x43	0x8FF	0x819
0x44	0x8FE	0x81D
0x40	0x900	0x81A
0x42	0x8FE	0x81A
0x40	0x8FB	0x815
0x46	0x8FE	0x816
0x45	0x900	0x819
0x41	0x900	0x814
0x46	0x900	0x81A
0x45	0x900	0x81A
0x41	0x8FD	0x818
0x42	0x900	0x818
0x44	0x8FD	0x81D
0x41	0x900	0x815
0x40	0x901	0x818
0x43	0x8FB	0x817
0x43	0x8FE	0x818
0x40	0x8FF	0x81A
0x48	0x900	0x817
0x44	0x8FC	0x818
0x41	0x8FD	0x816
0x42	0x8FC	0x817
0x43	0x8FC	0x818
0x3F	0x8FB	0x818
0x44	0x900	0x818
0x44	0x8FC	0x81A
0x44	0x8FE	0x81A
0x43	0x8FF	0x818
0x41	0x8FC	0x819
0x42	0x8FD	0x818
0x44	0x900	0x819
0x44	0x8FF	0x81A
0x40	0x901	0x81B
0x44	0x8FE	0x816
0x45	0x8FD	0x81B
0x46	0x902	0x818
0x46	0x8FD	0x81B
0x42	0x900	0x81A
0x3E	0x8FE	0x818
0x3D	0x901	0x816
0x41	0x8FE	0x817
0x44	0x8FB	0x819
0x45	0x8FB	0x81A
0x42	0x902	0x817
0x44	0x8FC	0x818
0x42	0x8FB	0x81A
0x42	0x900	0x818
0x45	0x900	0x81C
0x40	0x8FD	0x819
0x40	0x8FD	0x81B
0x44	0x900	0x81A
0x4A	0x8FD	0x81C
0x41	0x8FF	0x819
0x44	0x8FC	0x81B
0x42	0x8FD	0x81A
0x42	0x900	0x81B
0x44	0x8FA	0x817
0x43	0x900	0x81E
0x44	0x900	0x81B
0x42	0x900	0x81B
0x44	0x900	0x81A
0x44	0x901	0x818
0x44	0x8FF	0x81C
